codeCPV_2,codeCPV_FR
72212326,Services de développement de logiciels de cartographie
72212327,Services de développement de logiciels de dessin et de peinture
72212328,Services de développement de logiciels de traitement de l'image
72212330,Services de développement de logiciels de planification et de productivité
72212331,Services de développement de logiciels de gestion de projet
72212332,Services de développment de logiciels de planification
72212333,Services de développement de logiciels de gestion des contacts
72212400,Services de développement de logiciels transactionnels commerciaux et personnels
72212410,Services de développement de logiciels de gestion des investissements et de préparation de déclarations de revenus
72212411,Services de développement de logiciels de gestion des investissements
72212412,Services de développement de logiciels de préparation de déclarations de revenus
72212420,Services de développement de logiciels d'infogérance et services de développement de suites logicielles
72212421,Services de développement de logiciels d'infogérance
72212422,Services de développement de suites logicielles
72212430,Services de développement de logiciels de gestion des stocks
72212440,Services de développement de logiciels d'analyse financière et de logiciels comptables
72212441,Services de développement de logiciels d'analyse financière
72212442,Services de développement de logiciels financiers
72212443,Services de développement de logiciels comptables
72212445,Services de développement de logiciels de gestion des relations clientèle (CRM)
72212450,Services de développement de logiciels d'enregistrement des horaires ou de logiciels de gestion des ressources humaines
72212451,Services de développement de logiciels de planification des ressources de l'entreprise (ERP)
72212460,"Services de développement de logiciels analytiques, scientifiques, mathématiques ou prévisionnels"
72212461,Services de développement de logiciels analytiques ou scientifiques
72212462,Services de développement de logiciels mathématiques ou prévisionnels
72212463,Services de développement de logiciels statistiques
72212470,Services de développement de logiciels de vente aux enchères
72212480,"Services de développement de logiciels de vente, de marketing et de veille économique"
72212481,Services de développement de logiciels de vente ou de marketing
72212482,Services de développement de logiciels de veille économique
72212490,Services de développement de logiciels de passation de marchés
72212500,Services de développement de logiciels de communication et de logiciels multimédia
72212510,Services de développement de logiciels de communication
72212511,Services de développement de logiciels de communication de bureau
72212512,Services de développement de logiciels de réponse vocale interactive
72212513,Services de développement de logiciels pour modem
72212514,Services de développement de logiciels d'accès à distance
72212515,Services de développement de logiciels de vidéoconférence
72212516,Services de développement de logiciels d'échange
72212517,Services de développement de logiciels de technologies de l'information
72212518,Services de développement de logiciels d'émulation
72212519,Services de développement de logiciels de gestion de mémoire
72212520,Services de développement de logiciels multimédias
72212521,Services de développement de logiciels d'édition musicale ou sonore
72212522,Services de développement de logiciels de clavier virtuel
72212600,Services de développement de logiciels de bases de données et de logiciels d'exploitation
72212610,Services de développement de logiciels de bases de données
72212620,Services de développement de logiciels de système d'exploitation d'unité centrale
72212630,Services de développement de logiciels de système d'exploitation de mini-ordinateur
72212640,Services de développement de logiciels de système d'exploitation de micro-ordinateur
72212650,Services de développement de logiciels de système d'exploitation d'ordinateur personnel
72212660,Services de développement de logiciels de groupage
72212670,Services de développement de logiciels de gestion du système d'exploitation en temps réel
72212700,Services de développement de logiciels utilitaires
72212710,Services de développement de logiciels de copie de sécurité ou de récupération
72212720,Services de développement de logiciels de codes-barres
72212730,Services de développement de logiciels de sécurité
72212731,Services de développement de logiciels de sécurité des fichiers
72212732,Services de développement de logiciels de sécurité des données
72212740,Services de développement de logiciels de traduction de langues étrangères
72212750,Services de développement de logiciels de chargement des supports d'enregistrement
72212760,Services de développement de logiciels de protection contre les virus
72212761,Services de développement de logiciels antivirus
72212770,"Services de développement de logiciels utilitaires généraux, de compression et d'impression"
72212771,Services de développement de logiciels utilitaires généraux
72212772,Services de développement de logiciels utilitaires d'impression
72212780,"Services de développement de logiciels de gestion des systèmes, de stockage et de contenu"
72212781,Services de développement de logiciels de gestion des systèmes
72212782,Services de développement de logiciels de gestion de stockage
72212783,Services de développement de logiciels de gestion de contenu
72212790,Services de développement de logiciels de vérifications des versions
72212900,Services de développement de logiciels divers et systèmes informatiques
72212910,"Services de développement de logiciels de jeu vidéo, de jeux pour la famille et d'économiseurs d'écran"
72212911,Services de développement de logiciels de jeux vidéo
72212920,Services de développement de logiciels de bureautique
72212930,Services de développement de logiciels de formation et de divertissement
72212931,Services de développement de logiciels de formation et de divertissement
72212932,Services de développement de logiciels de divertissement
72212940,Services de développement de logiciels de création de patrons et de gestion des calendriers
72212941,Services de développement de logiciels de création de patrons
72212942,Services de développement de logiciels de gestion des calendriers
72212960,Services de développement de logiciels de gestion des pilotes et de systèmes
72212970,Services de développement de logiciels d'impression
72212971,Services de développement de logiciels de création de carnets d'adresses
72212972,Services de développement de logiciels d'élaboration d'étiquettes
72212980,Services de développement de langages de programmation et d'outils
72212981,Services de développement de logiciels de compilation
72212982,Services de développement de logiciels de gestion de la configuration
72212983,Services de développement de logiciels de développement
72212984,Services de développement de logiciels d'essai de programmes
72212985,Services de développement de logiciels de débogage
72212990,Services de développement de logiciels de tableur et d'amélioration de tableur
72212991,Services de développement de logiciels de tableur
72220000,Services de conseil en systèmes informatiques et conseils techniques
72221000,Services de conseil en analyse d'exploitation
72222000,Services d'analyse stratégique et de planification de systèmes ou de technologies de l'information
72222100,Services d'analyse stratégique de systèmes ou de technologies de l'information
72222200,Services de planification de systèmes ou de technologies de l'information
72222300,Services de technologies de l'information
72223000,Services d'analyse des exigences de la technologie de l'information
72224000,Services de conseil en gestion de projet
72224100,Services de planification de la mise en application de systèmes
72224200,Services de planification de l'assurance qualité des systèmes
72225000,Services d'évaluation et d'analyse de l'assurance qualité des systèmes
72226000,Services de conseil en essai d'acceptation de logiciels d'exploitation
72227000,Services de conseil en intégration de logiciels
72228000,Services de conseil en intégration de matériel informatique
72230000,Services de développement de logiciels personnalisés
72231000,Développement de logiciels pour applications militaires
72232000,Développement de logiciels transactionnels et de logiciels personnalisés
72240000,Services d'analyses et de programmation de systèmes
72241000,Services de spécification de cibles de projets critiques
72242000,Services de modélisation de projets
72243000,Services de programmation
72244000,Services de prototypage
72245000,Services contractuels d'analyse et de programmation de systèmes
72246000,Services de conseil en systèmes informatiques
72250000,Services de maintenance des systèmes et services d'assistance
72251000,Services de reprise des applications informatiques en cas d'interruption accidentelle
72252000,Services d'archivage informatique
72253000,Services d'aide aux utilisateurs et services d'assistance
72253100,Services d'aide aux utilisateurs
72253200,Services d'assistance relative aux systèmes
72254000,Services d'essais de logiciels
72254100,Services d'essais de systèmes
72260000,Services relatifs aux logiciels
72261000,Services d'assistance relative aux logiciels
72262000,Services de développement de logiciels
72263000,Services d'implémentation de logiciels
72264000,Services de reproduction de logiciels
72265000,Services de configuration de logiciels
72266000,Services de conseil en logiciels
72267000,Services de maintenance et de réparation de logiciels
72267100,Maintenance de logiciels de technologies de l'information
72267200,Réparation de logiciels de technologies de l'information
72268000,Services de fourniture de logiciels
72300000,Services de commutation de données
72310000,Services de traitement de données
72311000,Services informatiques de tabulation
72311100,Services de conversion de données
72311200,Services de traitement par lots
72311300,Services informatiques d'exploitation en temps partagé
72312000,Services de saisie de données
72312100,Services de préparation de données
72312200,Services de reconnaissance optique de caractères
72313000,Services de capture de données
72314000,Services de collecte et de collation de données
72315000,Services de gestion et d'assistance relatifs aux réseaux de données
72315100,Services d'assistance relative aux réseaux informatiques
72315200,Services de gestion de réseaux informatiques
72316000,Services d'analyse de données
72317000,Services de stockage de données
72318000,Services de transmission de données
72319000,Services de fourniture de données
72320000,Services de bases de données
72321000,Services de bases de données à valeur ajoutée
72322000,Services de gestion de données
72330000,Services de normalisation et de classification des contenus et des données
72400000,Services internet
72410000,Services de fournisseurs
72411000,Fournisseur de services internet (ISP)
72412000,Fournisseur de services de courrier électronique
72413000,Services de conception de sites WWW (World Wide Web)
72414000,Fournisseurs de moteurs de recherche sur le web
72415000,Services d'hébergement pour l'exploitatuion de sites WWW
72416000,Fournisseurs de services applicatifs
72417000,Noms de domaine internet
72420000,Services de développement de l'internet
72421000,Services de développement des applications client internet ou intranet
72422000,Services de développement des applications serveur internet ou intranet
72500000,Services informatiques
72510000,Services de gestion relatifs à l'informatique
72511000,Services de logiciels de gestion de réseau
72512000,Services de gestion de documents
72513000,Services de bureautique
72514000,Services de gestion des installations informatiques
72514100,Services de gestion d'installations impliquant des activités informatiques
72514200,Services de gestion d'installations pour le développement de systèmes informatiques
72514300,Services de gestion d'installations pour la maintenance de systèmes informatiques
72540000,Services de mise à jour d'ordinateurs
72541000,Services d'extension informatique
72541100,Services d'extension de mémoire
72590000,Services informatiques professionnels
72591000,Développement d'accords de niveau de service
72600000,Services d'assistance et de conseils informatiques
72610000,Services d'assistance informatique
72611000,Services d'assistance technique informatique
72700000,Services de réseaux informatiques
72710000,Services de réseau local
72720000,Services de réseau à grande distance
72800000,Services d'audit informatique et services d'essai informatique
72810000,Services d'audit informatique
72820000,Services d'essai informatique
72900000,Services de secours informatique et services informatiques de conversion de catalogues
72910000,Services de secours informatique
72920000,Services informatiques de conversion de catalogues
73000000,Services de recherche et développement et services de conseil connexes
73100000,Services de recherche et développement expérimental
73110000,Services de recherche
73111000,Services de laboratoire de recherche
73112000,Services de recherche marine
73120000,Services de développement expérimental
73200000,Services de conseil en recherche et développement
73210000,Services de conseil en recherche
73220000,Services de conseil en développement
73300000,Conception et exécution dans le domaine de la recherche et du développement
73400000,Services de recherche et développement en matière de matériels de sécurité et de défense
73410000,Recherche et technologie militaires
73420000,Étude de préfaisabilité et démonstration technique
73421000,Développement de matériel de sécurité
73422000,Développement d'armes à feu et de munitions
73423000,Développement de véhicules militaires
73424000,Développement de navires de guerre
73425000,"Développement d'aréonefs, de missiles et de spationefs militaires"
73426000,Développement de systèmes électroniques militaires
73430000,Test et évaluation
73431000,Test et évaluation de matériel de sécurité
73432000,Test et évaluation des armes à feu et des munitions
73433000,Test et évaluation des véhicules militaires
73434000,Test et évaluation des navires de guerre
73435000,"Test et évaluation des aéronefs, des missiles et des spationefs militaires"
73436000,Test et évaluation des systèmes électroniques militaires
75000000,"Services de l'administration publique, de la défense et de la sécurité sociale"
75100000,Services de l'administration publique
75110000,Services d'administration générale
75111000,Services du législatif et de l'exécutif
75111100,Services de l'exécutif
75111200,Services du législatif
75112000,Services administratifs relatifs aux activités des entreprises
75112100,Services administratifs relatifs aux projets de développement
75120000,Services administratifs d'agences
75121000,Services administratifs de l'enseignement
75122000,Services administratifs de la santé
75123000,Services administratifs du logement
75124000,"Services administratifs récréatifs, culturels et religieux"
75125000,Services administratifs dans le secteur du tourisme
75130000,Services d'appui aux pouvoirs publics
75131000,Services des pouvoirs publics
75131100,Services généraux de personnel pour les pouvoirs publics
75200000,Prestations de services pour la collectivité
75210000,Affaires étrangères et autres services
75211000,Services des affaires étrangères
75211100,Services diplomatiques
75211110,Services consulaires
75211200,Services liés à l'aide économique aux pays étrangers
75211300,Services liés à l'aide militaire aux pays étrangers
75220000,Services de défense
75221000,Services de la défense
75222000,Services de protection civile
75230000,Services de la justice
75231000,Services judiciaires
75231100,Services administratifs des tribunaux
75231200,Services liés à la détention ou à la réhabilitation de criminels
75231210,Services d'incarcération
75231220,Services d'escorte de prisonniers
75231230,Services de l'administration pénitentiaire
75231240,Services de réinsertion
75240000,Services de sécurité et d'ordre public
75241000,Services de sécurité publique
75241100,Services de police
75242000,Services d'ordre et de droit publics
75242100,Services d'ordre public
75242110,Services d'huissier de justice
75250000,Services d'incendie et de secours
75251000,Services d'incendie
75251100,Services de lutte contre l'incendie
75251110,Services de prévention des incendies
75251120,Services de lutte contre les incendies de forêt
75252000,Services de sauvetage
75300000,Services de sécurité sociale obligatoire
75310000,Services de prestations
75311000,Indemnités de maladie
75312000,Indemnités de maternité
75313000,Indemnités d'invalidité
75313100,Indemnités d'incapacité temporaire
75314000,Indemnités de chômage
75320000,Régimes de pensions des fonctionnaires de l'État
75330000,Prestations familiales
75340000,Allocations familiales
76000000,Services relatifs à l'industrie du pétrole et du gaz
76100000,Services professionnels relatifs à l'industrie du gaz
76110000,Services relatifs à l'extraction du gaz
76111000,Services de regazéification
76120000,Services de plongée liés à l'extraction du gaz
76121000,Services de plongée liés à l'extraction du pétrole
76200000,Services professionnels relatifs à l'industrie pétrolière
76210000,Services liés à l'extraction du pétrole
76211000,Services de suspension de la colonne perdue
76211100,Services de chemisage
76211110,Services de chemisage d'essai
76211120,Services de chemisage à l'emplacement du puits
76211200,Services de diagraphie des boues de forage
76300000,Services de forage
76310000,Services de forage liés à l'extraction du gaz
76320000,Services de forage offshore
76330000,Services de forage par turbine
76331000,Services de forage par turbine spiralée
76340000,Services de carottage
76400000,Services de positionnement d'appareils de forage
76410000,Services de cuvelage et de tubage de puits
76411000,Services de cuvelage de puits
76411100,Services de fourniture de personnel pour le cuvelage de puits
76411200,Services de planification pour le cuvelage de puits
76411300,Services de fraisage pour le cuvelage de puits
76411400,Services d'achèvement du cuvelage de puits
76420000,Services de cimentation de puits
76421000,Services de cimentation en colonne de tubage perdue
76422000,Services de cimentation des obturateurs
76423000,Services de cimentation mousse
76430000,Services de forage de puits et de production
76431000,Services de forage de puits
76431100,Services de contrôle de forage de puits
76431200,Services d'extraction des tubes de forage de puits
76431300,Services de dévissage des trains de tiges pour forage de puits
76431400,Services de forage des trous de rat
76431500,Services de suivi de forage de puits
76431600,Services de suivi des appareils de forage de puits
76440000,Services de diagraphie des sondages
76441000,Services de diagraphie de puits tubé
76442000,Services de diagraphie de puits non tubé
76443000,Autres services de diagraphie
76450000,Services de gestion de puits
76460000,Services d'assistance relative aux puits
76470000,Services d'essais de puits
76471000,Services d'essais de fracturation de puits
76472000,Services d'inspection ou d'essais de puits
76473000,Services d'essais des équipement de puits
76480000,Services de tubage
76490000,Services d'achèvement de puits
76491000,Services de bouchage de puits
76492000,Services de positionnement de puits
76500000,Services onshore et offshore
76510000,Services onshore
76520000,Services offshore
76521000,Services d'installation offshore
76522000,Services offshore de navires ravitailleurs
76530000,Services de fond de puits
76531000,Services de diagraphie en fond de puits
76532000,Services de pompage de fond de puits
76533000,Services d'enregistrement de fond de puits
76534000,Services d'élargissement de fond de puits
76535000,Services de forage de fond de puits
76536000,Services de contrôle des vibrations de fond de puits
76537000,Services d'outillage de fond de puits
76537100,Services d'outillage pétrolier de fond de puits
76600000,Services de contrôle de pipelines
77000000,"Services agricoles, sylvicoles, horticoles, d'aquaculture et d'apiculture"
77100000,Services agricoles
77110000,Services liés à la production agricole
77111000,Location de matériel agricole avec opérateur
77112000,Location de faucheuses ou de matériel agricole avec opérateur
77120000,Services de compostage
77200000,Services sylvicoles
77210000,Services de débardage
77211000,Services liés au débardage
77211100,Services d'exploitation forestière
77211200,Transport de grumes dans les forêts
77211300,Services de défrichement
77211400,Services d'abattage d'arbres
77211500,Services d'élagage
77211600,Plantation d'arbres par ensemencement
77220000,Services d'imprégnation du bois
77230000,Services liés à la sylviculture
77231000,Services de gestion des forêts
77231100,Services de gestion des ressources forestières
77231200,Services de lutte contre les animaux nuisibles de la forêt
77231300,Services d'administration forestière
77231400,Services d'inventaire forestier
77231500,Services de surveillance ou d'évaluation des forêts
77231600,Services de boisement
77231700,Services d'extension forestière
77231800,Services de gestion de pépinières de forêt
77231900,Services de planification sectorielle de la forêt
77300000,Services horticoles
77310000,Réalisation et entretien d'espaces verts
77311000,Entretien de pelouses décoratives ou d'agrément
77312000,Services d'enlèvement des mauvaises herbes
77312100,Services de désherbage
77313000,Services d'entretien de parcs
77314000,Services d'entretien de terrains
77314100,Services d'engazonnement
77315000,Services d'ensemencement
77320000,Entretien de pelouses sportives
77330000,Services d'exposition florale
77340000,Élagage des arbres et taille des haies
77341000,Élagage des arbres
77342000,Taille des haies
77400000,Services zoologiques
77500000,Services d'élevage
77510000,Services de propagation du gibier
77600000,Services liés à la chasse
77610000,Services de pose de pièges
77700000,Services liés à la pêche
77800000,Services liés à l'aquaculture
77810000,Services liés à la mariculture
77820000,Services liés à l'ostréiculture
77830000,Services liés à la conchyliculture
77840000,Services liés à la crevetticulture
77850000,Services liés à la pisciculture
77900000,Services liés à l'apiculture
79000000,"Services aux entreprises: droit, marketing, conseil, recrutement, impression et sécurité"
79100000,Services juridiques
79110000,Services de conseils et de représentation juridiques
79111000,Services de conseil juridique
79112000,Services de représentation légale
79112100,Services de représentation des parties prenantes
79120000,Services de conseils en matière de brevets et de droits d'auteurs
79121000,Services de conseils en matière de droits d'auteur
79121100,Services de conseils en matière de droits d'auteurs de logiciels
79130000,Services de documentation et de certification juridiques
79131000,Services de documentation
79132000,Services de certification
79132100,Services de certification de signature électronique
79140000,Services de conseils et d'information juridiques
79200000,"Services de comptabilité, services d'audit et services fiscaux"
79210000,Services de comptabilité et d'audit
79211000,Services de comptabilité
79211100,Services comptables
79211110,Services de gestion des salaires
79211120,Services d'enregistrement des ventes et des achats
79211200,Services d'établissement d'états financiers
79212000,Services d'audit
79212100,Services d'audit financier
79212110,Services de notation en matière de gouvernance d'entreprise
79212200,Services d'audit interne
79212300,Services de contrôle légal des comptes
79212400,Services de vérification des fraudes
79212500,Services de vérification comptable
79220000,Services fiscaux
79221000,Services de conseils fiscaux
79222000,Services de préparation des déclarations d'impôts
79223000,Services de courtage des douanes
79300000,Études de marché et recherche économique; sondages et statistiques
79310000,Services d'études de marchés
79311000,Services d'études
79311100,Services de conception d'études
79311200,Services de réalisation d'enquêtes
79311210,Services d'enquête téléphonique
79311300,Services d'analyses d'enquêtes
79311400,Services de recherche économique
79311410,Services d'évaluation de l'impact économique
79312000,Services de test de marché
79313000,Services d'évaluation des performances
79314000,Étude de faisabilité
79315000,Services de recherche sociale
79320000,Services de sondages d'opinion
79330000,Services statistiques
79340000,Services de publicité et de marketing
79341000,Services de publicité
79341100,Services de conseils en publicité
79341200,Services de gestion publicitaire
79341400,Services de campagne publicitaire
79341500,Services de publicité par voie aérienne
79342000,Services de marketing
79342100,Services de marketing direct
79342200,Services de promotion
79342300,Services à la clientèle
79342310,Services d'enquête auprès des consommateurs
79342311,Services d'enquête sur la satisfaction des consommateurs
79342320,Services après-vente
79342321,Programme de fidélisation du client
79342400,Services d'enchères
79342410,Services d'enchères électroniques
79400000,Conseil en affaires et en gestion et services connexes
79410000,Services de conseil en affaires et en gestion
79411000,Services de conseil en gestion générale
79411100,Services de conseil en développement des entreprises
79412000,Services de conseil en gestion financière
79413000,Services de conseil en gestion du marketing
79414000,Services de conseil en gestion des ressources humaines
79415000,Services de conseil en gestion de la production
79415200,Services de conseil en conception
79416000,Services de relations publiques
79416100,Services de gestion des relations publiques
79416200,Services de conseil en relations publiques
79417000,Services de conseil en matière de sécurité
79418000,Services de conseil en matière d'acquisitions
79419000,Services de conseil et d'évaluation
79420000,Services relatifs à la gestion
79421000,Services de gestion de projets autres que pour les travaux de construction
79421100,Services de supervision de projets autres que pour les travaux de construction
79421200,Services de conception de projets autres que pour les travaux de construction
79422000,Services d'arbitrage et de conciliation
79430000,Services de gestion de crise
79500000,Services d'appui bureautiques
79510000,Services de répondeur téléphonique
79511000,Services de standard téléphonique
79512000,Centre d'appels
79520000,Services de reprographie
79521000,Services de photocopie
79530000,Services de traduction
79540000,Services d'interprétation
79550000,"Services de dactylographie, de traitement de texte et de publication assistée par ordinateur"
79551000,Services de dactylographie
79552000,Services de traitement de texte
79553000,Services de publication assistée par ordinateur
79560000,Services de classement
79570000,Services d'établissement de listes d'adresses et services d'envoi
79571000,Services d'envoi
79600000,Services de recrutement
79610000,Services de placement de personnel
79611000,Services de recherche d'emplois
79612000,Services de placement de personnel de bureau
79613000,Services de déplacement d'employés
79620000,"Services de mise à disposition de personnel, y compris de personnel temporaire"
79621000,Services de mise à disposition de personnel de bureau
79622000,Services de mise à disposition de personnel d'aide à domicile
79623000,Services de mise à disposition de personnel commercial ou industriel
79624000,Services de mise à disposition de personnel infirmier
79625000,Services de mise à disposition de personnel médical
79630000,"Services de gestion du personnel, excepté services de placement et de mise à disposition"
79631000,Services du personnel et des salaires
79632000,Services de formation de personnel
79633000,Services de développement du personnel
79634000,Services d'orientation professionnelle
79635000,Services de centres d'évaluation en vue du recrutement
79700000,Services d'enquête et de sécurité
79710000,Services de sécurité
79711000,Services de surveillance d'installations d'alarme
79713000,Services de gardiennage
79714000,Services de surveillance
79714100,Services de localisation
79714110,Services de recherche de fugitifs
79715000,Services de patrouille
79716000,Services de fourniture de badges d'identification
79720000,Services d'enquêtes
79721000,Services d'agences de détectives
79722000,Services de graphologie
79723000,Services d'analyse des déchets
79800000,Services d'impression et services connexes
79810000,Services d'impression
79811000,Services d'impression numérique
79812000,Services d'impression de billets de banque
79820000,Services relatifs à l'impression
79821000,Services de finition d'imprimés
79821100,Services de correction d'épreuves
79822000,Services de composition
79822100,Services de préparation de plaques d'impression
79822200,Services de photogravure
79822300,Services de composition typographique
79822400,Services de lithographie
79822500,Services de conception graphique
79823000,Services d'impression et de livraison
79824000,Services d'impression et de distribution
79900000,Services divers aux entreprises et services connexes
79910000,Services de holdings de gestion
79920000,Services de conditionnement et services connexes
79921000,Services de conditionnement
79930000,Conception de modèles
79931000,Services de décoration d'intérieur
79932000,Services d'architecture d'intérieur
79933000,Services d'assistance à la conception
79934000,Services de conception de mobilier
79940000,Services des agences de recouvrement
79941000,Services de péage
79950000,"Services d'organisation d'expositions, de foires et de congrès"
79951000,Services d'organisation de séminaires
79952000,Services d'organisation d'événements
79952100,Services d'organisation d'événements culturels
79953000,Services d'organisation de festivals
79954000,Services d'organisation de fêtes
79955000,Services d'organisation de défilés de mode
79956000,Services d'organisation de foires et d'expositions
79957000,Services d'organisation de ventes aux enchères
79960000,Services photographiques et services connexes
79961000,Services photographiques
79961100,Services de photographie publicitaire
79961200,Services de photographie aérienne
79961300,Services de photographie spécialisée
79961310,Services de photographie en fond de trou
79961320,Services de photographie sous-marine
79961330,Services de microfilmage
79961340,Services de radiographie
79961350,Services de photographie en studio
79962000,Services de développement de photographies
79963000,"Services de restauration, de copie et de retouche de photographies"
79970000,Services d'édition
79971000,Services de reliure et de finition
79971100,Services de finition de livres
79971200,Services de reliure
79972000,Services d'édition de dictionnaires de langue
79972100,Services d'édition de dictionnaires de langue régionale
79980000,Services d'abonnement
79990000,Services divers aux entreprises
79991000,Services de contrôle des stocks
79992000,Services de réception
79993000,Services de gestion d'immeubles et d'installations
79993100,Services de gestion d'installations
79994000,Services de gestion des contrats
79995000,Services de gestion de bibliothèque
79995100,Services d'archivage
79995200,Services de catalogage
79996000,Services d'organisation économique
79996100,Gestion des documents
79997000,Services de voyages d'affaires
79998000,Services d'accompagnement professionnel
79999000,Services de scanning et services de facturation
79999100,Services de scanning
79999200,Services de facturation
80000000,Services d'enseignement et de formation
80100000,Services d'enseignement primaire
80110000,Services d'enseignement préscolaire
80200000,Services d'enseignement secondaire
80210000,Services d'enseignement secondaire technique et professionnel
80211000,Services d'enseignement secondaire technique
80212000,Services d'enseignement secondaire professionnel
80300000,Services d'enseignement supérieur
80310000,Services de formation pour la jeunesse
80320000,Services de formation médicale
80330000,Services de formation en matière de sécurité
80340000,Services d'enseignement spécialisé
80400000,Services d'éducation des adultes et autres services d'enseignement
80410000,Services scolaires divers
80411000,Services des auto-écoles
80411100,Services d'épreuves de conduite automobile
80411200,Cours de conduite
80412000,Services des écoles d'aviation
80413000,Services des écoles de voile
80414000,Services des écoles de plongée
80415000,Services des écoles de ski
80420000,Services d'enseignement par voie électronique
80430000,Services d'enseignement de niveau universitaire pour adultes
80490000,Exploitation d'un centre d'enseignement
80500000,Services de formation
80510000,Services de formation spécialisée
80511000,Services de formation du personnel
80512000,Services de dressage de chiens
80513000,Services d'écoles d'équitation
80520000,Installations de formation
80521000,Services relatifs aux programmes de formation
80522000,Séminaires de formation
80530000,Services de formation professionnelle
80531000,Services de formation industrielle et technique
80531100,Services de formation industrielle
80531200,Services de formation technique
80532000,Services de formation en gestion
80533000,Services de formation et de familiarisation dans le domaine de l'informatique
80533100,Services de formation informatique
80533200,Cours d'informatique
80540000,Services de formation dans le domaine de l'environnement
80550000,Services de formation dans le domaine de la sécurité
80560000,Services de formation dans le domaine de la santé et des premiers secours
80561000,Services de formation dans le domaine de la santé
80562000,Services de formation dans le domaine des premiers secours
80570000,Services de formation pour l'épanouissement de la personnalité
80580000,Fourniture de cours de langues
80590000,Services d'aide pédagogique
80600000,Services de formation dans le domaine des équipements militaires et de sécurité
80610000,Formation et simulation dans le domaine des équipements de sécurité
80620000,Formation et simulation dans le domaine des armes à feu et des munitions
80630000,Formation et simulation dans le domaine des véhicules militaires
80640000,Formation et simulation dans le domaine des navires de guerre
80650000,"Formation et simulation dans le domaines des aéronefs, des missiles et des spationefs militaires"
80660000,Formation et simulation dans le domaine des systèmes électroniques militaires
85000000,Services de santé et services sociaux
85100000,Services de santé
85110000,Services hospitaliers et services connexes
85111000,Services hospitaliers
85111100,Services hospitaliers de chirurgie
85111200,Services hospitaliers de médecine
85111300,Services hospitaliers de gynécologie
85111310,Services de fertilisation in vitro
85111320,Services hospitaliers d'obstétrique
85111400,Services hospitaliers de rééducation
85111500,Services hospitaliers de psychiatrie
85111600,Services d'orthèse
85111700,Services d'oxygénothérapie
85111800,Services de pathologie
85111810,Services d'analyses de sang
85111820,Services d'analyses bactériologiques
85111900,Services hospitaliers de dialyse
85112000,Services d'appui hospitalier
85112100,Services de literie hospitalière
85112200,Services de soins ambulatoires
85120000,Services de pratique médicale et services connexes
85121000,Services de pratique médicale
85121100,Services prestés par les médecins généralistes
85121200,Services prestés par les médecins spécialistes
85121210,Services prestés par les gynécologues ou les obstétriciens
85121220,Services prestés par les néphrologues ou services prestés par les neurologues
85121230,Services prestés par les cardiologues ou services prestés par les pneumologues
85121231,Services prestés par les cardiologues
85121232,Services prestés par les pneumologues
85121240,Services prestés par les ORL ou les audiologistes
85121250,Services prestés par les gastro-entérologues et les gériatres
85121251,Services prestés par les gastro-entérologues
85121252,Services prestés par les gériatres
85121270,Services prestés par les psychiatres ou les psychologues
85121271,Services à domicile pour les personnes souffrant de perturbations psychologiques
85121280,"Services prestés par les ophthalmologues, les dermatologues et les orthopédistes"
85121281,Services prestés par les ophthalmologues
85121282,Services prestés par les dermatologues
85121283,Services prestés par les orthopédistes
85121290,Services prestés par les pédiatres ou urologues
85121291,Services prestés par les pédiatres
85121292,Services prestés par les urologues
85121300,Services prestés par les chirurgiens spécialistes
85130000,Services de soins dentaires et services connexes
85131000,Services de soins dentaires
85131100,Services d'orthodontie
85131110,Services de chirurgie orthodontique
85140000,Services de santé divers
85141000,Services prestés par le personnel médical
85141100,Services prestés par les sages-femmes
85141200,Services prestés par le personnel infirmier
85141210,Services de soins médicaux à domicile
85141211,Services de dialyse et de soins médicaux à domicile
85141220,Services de conseil prestés par le personnel infirmier
85142000,Services paramédicaux
85142100,Services de physiothérapie
85142200,Services d'homéopathie
85142300,Services d'hygiène
85142400,Livraison à domicile d'articles pour incontinents
85143000,Services ambulanciers
85144000,Services d'équipement de santé extrahospitalier
85144100,Services de soins infirmiers de foyers
85145000,Services prestés par les laboratoires médicaux
85146000,Services prestés par les banques de sang
85146100,Services prestés par les banques de sperme
85146200,Services prestés par les banques d'organes
85147000,Services de médecine du travail
85148000,Services d'analyses médicales
85149000,Services de pharmacie
85150000,Services d'imagerie médicale
85160000,Services prestés par les opticiens
85170000,Services d'acupuncture et de chiropraxie
85171000,Services d'acupuncture
85172000,Services de chiropraxie
85200000,Services vétérinaires
85210000,Services d'animalerie
85300000,Services d'action sociale et services connexes
85310000,Services d'action sociale
85311000,Services d'action sociale avec hébergement
85311100,Services sociaux pour les personnes âgées
85311200,Services sociaux pour les personnes handicapées
85311300,Services sociaux pour les enfants et les adolescents
85312000,Services sociaux sans hébergement
85312100,Services de foyers de jour
85312110,Services de crèches et garderies d'enfants
85312120,Services de foyers de jour pour enfants et adolescents handicapés
85312200,Livraison de provisions à domicile
85312300,Services d'orientation et de conseil professionnel
85312310,Services d'orientation
85312320,Services de conseil professionnel
85312330,Services de planning familial
85312400,Services sociaux non prestés par les institutions résidentielles
85312500,Services de réhabilitation
85312510,Services de réhabilitation professionnelle
85320000,Services sociaux
85321000,Services sociaux administratifs
85322000,Programme d'action communale
85323000,Services médico-sociaux
